title,link,date,content_snippet,text_combined,clean_text,tokens
Sri Mulyani Ungkap Alasan Investor Kabur dari Proyek Infrastruktur,https://www.cnnindonesia.com/ekonomi/20250612155801-532-1239080/sri-mulyani-ungkap-alasan-investor-kabur-dari-proyek-infrastruktur,2025-06-12,Menteri Keuangan Sri Mulyani mengungkap alasan investor enggan melirik proyek infrastruktur.,Sri Mulyani Ungkap Alasan Investor Kabur dari Proyek Infrastruktur Menteri Keuangan Sri Mulyani mengungkap alasan investor enggan melirik proyek infrastruktur.,sri mulyani ungkap alas investor kabur proyek infrastruktur menteri uang sri mulyani ungkap alas investor enggan lirik proyek infrastruktur,"['sri', 'mulyani', 'ungkap', 'alas', 'investor', 'kabur', 'proyek', 'infrastruktur', 'menteri', 'uang', 'sri', 'mulyani', 'ungkap', 'alas', 'investor', 'enggan', 'lirik', 'proyek', 'infrastruktur']"
DPR Kritik PNBP SDA Kecil di Tengah Kaya Alam RI,https://www.cnnindonesia.com/ekonomi/20250611195846-85-1238752/dpr-kritik-pnbp-sda-kecil-di-tengah-kaya-alam-ri,2025-06-12,Ketua Komisi XI DPR Misbakhun menyoroti Penerimaan Negara Bukan Pajak (PNBP) Sumber Daya Alam (SDA) yang masih kecil. Padahal Indonesia dikenal dengan kekayaan alamnya.,DPR Kritik PNBP SDA Kecil di Tengah Kaya Alam RI Ketua Komisi XI DPR Misbakhun menyoroti Penerimaan Negara Bukan Pajak (PNBP) Sumber Daya Alam (SDA) yang masih kecil. Padahal Indonesia dikenal dengan kekayaan alamnya.,dpr kritik pnbp sda kecil tengah kaya alam ri ketua komisi xi dpr misbakhun sorot terima negara bukan pajak pnbp sumber daya alam sda masih kecil padahal indonesia kenal kaya alam,"['dpr', 'kritik', 'pnbp', 'sda', 'kecil', 'tengah', 'kaya', 'alam', 'ri', 'ketua', 'komisi', 'xi', 'dpr', 'misbakhun', 'sorot', 'terima', 'negara', 'bukan', 'pajak', 'pnbp', 'sumber', 'daya', 'alam', 'sda', 'masih', 'kecil', 'padahal', 'indonesia', 'kenal', 'kaya', 'alam']"
"Penangkap Tommy Soeharto Out dari Komisaris PTBA, Eks Kasum TNI Masuk",https://www.cnnindonesia.com/ekonomi/20250612190618-92-1239159/penangkap-tommy-soeharto-out-dari-komisaris-ptba-eks-kasum-tni-masuk,2025-06-12,"PT Bukit Asam Tbk (PTBA) menunjuk purnawirawan TNI Bambang Ismawan menjadi Komisaris Utama sekaligus independen perusahaan dalam Rapat Umum Pemegang Saham Tahunan (RUPST) di Hotel Borobudur, Jakarta, Kamis (12/6).","Penangkap Tommy Soeharto Out dari Komisaris PTBA, Eks Kasum TNI Masuk PT Bukit Asam Tbk (PTBA) menunjuk purnawirawan TNI Bambang Ismawan menjadi Komisaris Utama sekaligus independen perusahaan dalam Rapat Umum Pemegang Saham Tahunan (RUPST) di Hotel Borobudur, Jakarta, Kamis (12/6).",tangkap tommy soeharto out komisaris ptba eks kasum tni masuk pt bukit asam tbk ptba tunjuk purnawirawan tni bambang ismawan jadi komisaris utama sekaligus independen usaha rapat umum pegang saham tahun rupst hotel borobudur jakarta kamis,"['tangkap', 'tommy', 'soeharto', 'out', 'komisaris', 'ptba', 'eks', 'kasum', 'tni', 'masuk', 'pt', 'bukit', 'asam', 'tbk', 'ptba', 'tunjuk', 'purnawirawan', 'tni', 'bambang', 'ismawan', 'jadi', 'komisaris', 'utama', 'sekaligus', 'independen', 'usaha', 'rapat', 'umum', 'pegang', 'saham', 'tahun', 'rupst', 'hotel', 'borobudur', 'jakarta', 'kamis']"
Indonesia Kirim Bantuan 10 Ton Beras ke Palestina Akhir Bulan Ini,https://www.cnnindonesia.com/ekonomi/20250612160523-92-1239085/indonesia-kirim-bantuan-10-ton-beras-ke-palestina-akhir-bulan-ini,2025-06-12,Pemerintah Indonesia akan mengirimkan bantuan kemanusiaan sebesar 10 ribu ton beras ke Palestina.,Indonesia Kirim Bantuan 10 Ton Beras ke Palestina Akhir Bulan Ini Pemerintah Indonesia akan mengirimkan bantuan kemanusiaan sebesar 10 ribu ton beras ke Palestina.,indonesia kirim bantu ton beras palestina akhir bulan perintah indonesia kirim bantu manusia besar ribu ton beras palestina,"['indonesia', 'kirim', 'bantu', 'ton', 'beras', 'palestina', 'akhir', 'bulan', 'perintah', 'indonesia', 'kirim', 'bantu', 'manusia', 'besar', 'ribu', 'ton', 'beras', 'palestina']"
Saham Boeing Anjlok 8 Persen Usai Pesawat Air India Jatuh,https://www.cnnindonesia.com/ekonomi/20250612183433-92-1239149/saham-boeing-anjlok-8-persen-usai-pesawat-air-india-jatuh,2025-06-12,Saham produsen pesawat asal Amerika Serikat (AS) Boeing mengalami penurunan tajam hingga 8 persen dalam perdagangan pra-pasar di AS pada Kamis (12/6) waktu setempat.,Saham Boeing Anjlok 8 Persen Usai Pesawat Air India Jatuh Saham produsen pesawat asal Amerika Serikat (AS) Boeing mengalami penurunan tajam hingga 8 persen dalam perdagangan pra-pasar di AS pada Kamis (12/6) waktu setempat.,saham boeing anjlok persen usai pesawat air india jatuh saham produsen pesawat asal amerika serikat as boeing alami turun tajam hingga persen dagang prapasar as kamis waktu tempat,"['saham', 'boeing', 'anjlok', 'persen', 'usai', 'pesawat', 'air', 'india', 'jatuh', 'saham', 'produsen', 'pesawat', 'asal', 'amerika', 'serikat', 'as', 'boeing', 'alami', 'turun', 'tajam', 'hingga', 'persen', 'dagang', 'prapasar', 'as', 'kamis', 'waktu', 'tempat']"
"IUP Nikel Raja Ampat Terbit 2017, Bahlil Masih Jadi Apa?",https://www.cnnindonesia.com/ekonomi/20250607193308-92-1237505/iup-nikel-raja-ampat-terbit-2017-bahlil-masih-jadi-apa,2025-06-07,Izin Usaha Pertambangan (IUP) nikel milik PT GAG Nikel (GN) diklaim terbit sejak tahun 2017.,"IUP Nikel Raja Ampat Terbit 2017, Bahlil Masih Jadi Apa? Izin Usaha Pertambangan (IUP) nikel milik PT GAG Nikel (GN) diklaim terbit sejak tahun 2017.",iup nikel raja ampat terbit bahlil jadi apa izin usaha tambang iup nikel milik pt gag nikel gn klaim terbit sejak tahun,"['iup', 'nikel', 'raja', 'ampat', 'terbit', 'bahlil', 'jadi', 'apa', 'izin', 'usaha', 'tambang', 'iup', 'nikel', 'milik', 'pt', 'gag', 'nikel', 'gn', 'klaim', 'terbit', 'sejak', 'tahun']"
"Jangan Lewatkan Transmart Full Day Sale Besok, Ada Diskon 50% + 20%",https://www.cnnindonesia.com/ekonomi/20250605154930-97-1236927/jangan-lewatkan-transmart-full-day-sale-besok-ada-diskon-50-20,2025-06-07,"Jangan sampai lewatkan Transmart Full Day Sale besok, Minggu (8/6) karena bertabur diskon 50 persen dan masih juga ada tambahan diskon 20 persen selama seharian!","Jangan Lewatkan Transmart Full Day Sale Besok, Ada Diskon 50% + 20% Jangan sampai lewatkan Transmart Full Day Sale besok, Minggu (8/6) karena bertabur diskon 50 persen dan masih juga ada tambahan diskon 20 persen selama seharian!",jangan lewat transmart full day sale besok diskon jangan lewat transmart full day sale besok minggu tabur diskon persen masih ada tambah diskon persen lama hari,"['jangan', 'lewat', 'transmart', 'full', 'day', 'sale', 'besok', 'diskon', 'jangan', 'lewat', 'transmart', 'full', 'day', 'sale', 'besok', 'minggu', 'tabur', 'diskon', 'persen', 'masih', 'ada', 'tambah', 'diskon', 'persen', 'lama', 'hari']"
"Airlangga Sebut IEU CEPA Tinggal Finalisasi, Tak Ada Ganjalan Tersisa",https://www.cnnindonesia.com/ekonomi/20250607195256-97-1237508/airlangga-sebut-ieu-cepa-tinggal-finalisasi-tak-ada-ganjalan-tersisa,2025-06-07,Pemerintah Indonesia dan Uni Eropa telah mencapai kemajuan signifikan dalam perundingan Indonesia-European Union Comprehensive Economic Partnership Agreement (IEU CEPA).,"Airlangga Sebut IEU CEPA Tinggal Finalisasi, Tak Ada Ganjalan Tersisa Pemerintah Indonesia dan Uni Eropa telah mencapai kemajuan signifikan dalam perundingan Indonesia-European Union Comprehensive Economic Partnership Agreement (IEU CEPA).",airlangga sebut ieu cepa tinggal final tak ganjal sisa perintah indonesia uni eropa capai maju signifikan runding indonesiaeuropean union comprehensive economic partnership agreement ieu cepa,"['airlangga', 'sebut', 'ieu', 'cepa', 'tinggal', 'final', 'tak', 'ganjal', 'sisa', 'perintah', 'indonesia', 'uni', 'eropa', 'capai', 'maju', 'signifikan', 'runding', 'indonesiaeuropean', 'union', 'comprehensive', 'economic', 'partnership', 'agreement', 'ieu', 'cepa']"
Kebaikan Iduladha 1446 H: Ratusan Kurban BPKH Jangkau Pelosok Negeri,https://www.cnnindonesia.com/ekonomi/20250607172115-625-1237469/kebaikan-iduladha-1446-h-ratusan-kurban-bpkh-jangkau-pelosok-negeri,2025-06-07,"Badan Pengelola Keuangan Haji (BPKH) kembali menggelar program Sedekah Kurban 1446 Hijriah bertema ""Menebar Kebaikan, Berbagi Kebahagiaan"". Konsistensi penyelenggaraan program selama 5 tahun sejak 2020 menunjukkan komitmen BPKH dalam menyalurkan manfaat keuangan haji kepada masyarakat.","Kebaikan Iduladha 1446 H: Ratusan Kurban BPKH Jangkau Pelosok Negeri Badan Pengelola Keuangan Haji (BPKH) kembali menggelar program Sedekah Kurban 1446 Hijriah bertema ""Menebar Kebaikan, Berbagi Kebahagiaan"". Konsistensi penyelenggaraan program selama 5 tahun sejak 2020 menunjukkan komitmen BPKH dalam menyalurkan manfaat keuangan haji kepada masyarakat.",baik iduladha h ratus kurban bpkh jangkau pelosok negeri badan kelola uang haji bpkh gelar program sedekah kurban hijriah tema tebar baik bagi bahagia konsistensi selenggara program lama tahun sejak tunjuk komitmen bpkh salur manfaat uang haji masyarakat,"['baik', 'iduladha', 'h', 'ratus', 'kurban', 'bpkh', 'jangkau', 'pelosok', 'negeri', 'badan', 'kelola', 'uang', 'haji', 'bpkh', 'gelar', 'program', 'sedekah', 'kurban', 'hijriah', 'tema', 'tebar', 'baik', 'bagi', 'bahagia', 'konsistensi', 'selenggara', 'program', 'lama', 'tahun', 'sejak', 'tunjuk', 'komitmen', 'bpkh', 'salur', 'manfaat', 'uang', 'haji', 'masyarakat']"
Elon Musk Mau Bikin Partai Politik di Tengah Ketegangan dengan Trump,https://www.cnnindonesia.com/ekonomi/20250607194607-99-1237506/elon-musk-mau-bikin-partai-politik-di-tengah-ketegangan-dengan-trump,2025-06-07,"Pengusaha teknologi Amerika Serikat (AS) sekaligus orang terkaya di dunia, Elon Musk membuka jajak pendapat lewat media sosial X terkait rencananya untuk membentuk partai baru di tengah ketegangannya dengan Presiden AS Donald Trump.","Elon Musk Mau Bikin Partai Politik di Tengah Ketegangan dengan Trump Pengusaha teknologi Amerika Serikat (AS) sekaligus orang terkaya di dunia, Elon Musk membuka jajak pendapat lewat media sosial X terkait rencananya untuk membentuk partai baru di tengah ketegangannya dengan Presiden AS Donald Trump.",elon musk mau bikin partai politik tengah tegang trump usaha teknologi amerika serikat as sekaligus orang kaya dunia elon musk buka jajak dapat lewat media sosial x kait rencana bentuk partai baru tengah tegang presiden as donald trump,"['elon', 'musk', 'mau', 'bikin', 'partai', 'politik', 'tengah', 'tegang', 'trump', 'usaha', 'teknologi', 'amerika', 'serikat', 'as', 'sekaligus', 'orang', 'kaya', 'dunia', 'elon', 'musk', 'buka', 'jajak', 'dapat', 'lewat', 'media', 'sosial', 'x', 'kait', 'rencana', 'bentuk', 'partai', 'baru', 'tengah', 'tegang', 'presiden', 'as', 'donald', 'trump']"
"Besok Transmart Full Day Sale, Sepeda Listrik Diskon Jutaan Rupiah",https://www.cnnindonesia.com/ekonomi/20250605194709-97-1237036/besok-transmart-full-day-sale-sepeda-listrik-diskon-jutaan-rupiah,2025-06-07,Transmart Full Day Sale hadir lagi besok (8/6) manjakan pelanggan dengan diskon gede-gedean hingga 25% + 20% untuk pembelian sepeda listrik.,"Besok Transmart Full Day Sale, Sepeda Listrik Diskon Jutaan Rupiah Transmart Full Day Sale hadir lagi besok (8/6) manjakan pelanggan dengan diskon gede-gedean hingga 25% + 20% untuk pembelian sepeda listrik.",besok transmart full day sale sepeda listrik diskon juta rupiah transmart full day sale hadir besok manja langgan diskon gedegedean hingga beli sepeda listrik,"['besok', 'transmart', 'full', 'day', 'sale', 'sepeda', 'listrik', 'diskon', 'juta', 'rupiah', 'transmart', 'full', 'day', 'sale', 'hadir', 'besok', 'manja', 'langgan', 'diskon', 'gedegedean', 'hingga', 'beli', 'sepeda', 'listrik']"
Pear Century & Anggur Red Globe Diskon 20% di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250606154111-97-1237251/pear-century-anggur-red-globe-diskon-20-di-transmart-full-day-sale,2025-06-07,"Pesta diskon Transmart Full Day Sale datang lagi besok, Minggu (8/6), dengan diskon gede-gedean untuk berbagai produk terpilih. Berbagai macam produk segar juga diskon 20 persen.","Pear Century & Anggur Red Globe Diskon 20% di Transmart Full Day Sale Pesta diskon Transmart Full Day Sale datang lagi besok, Minggu (8/6), dengan diskon gede-gedean untuk berbagai produk terpilih. Berbagai macam produk segar juga diskon 20 persen.",pear century anggur red globe diskon transmart full day sale pesta diskon transmart full day sale datang besok minggu diskon gedegedean bagai produk pilih bagai macam produk segar diskon persen,"['pear', 'century', 'anggur', 'red', 'globe', 'diskon', 'transmart', 'full', 'day', 'sale', 'pesta', 'diskon', 'transmart', 'full', 'day', 'sale', 'datang', 'besok', 'minggu', 'diskon', 'gedegedean', 'bagai', 'produk', 'pilih', 'bagai', 'macam', 'produk', 'segar', 'diskon', 'persen']"
Bahlil Cek Pulau GAG Raja Ampat Terkait Polemik Tambang Nikel,https://www.cnnindonesia.com/ekonomi/20250607174218-85-1237475/bahlil-cek-pulau-gag-raja-ampat-terkait-polemik-tambang-nikel,2025-06-07,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia mengecek langsung tambang nikel di Pulau Gag, Raja Ampat, Papua Barat Daya. Ia mengaku datang sebagai respons dari protes masyarakat dan sekaligus untuk mendapat gambaran objektif dari kondisi di lapangan.","Bahlil Cek Pulau GAG Raja Ampat Terkait Polemik Tambang Nikel Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia mengecek langsung tambang nikel di Pulau Gag, Raja Ampat, Papua Barat Daya. Ia mengaku datang sebagai respons dari protes masyarakat dan sekaligus untuk mendapat gambaran objektif dari kondisi di lapangan.",bahlil cek pulau gag raja ampat kait polemik tambang nikel menteri energi sumber daya mineral esdm bahlil lahadalia ecek langsung tambang nikel pulau gag raja ampat papua barat daya aku datang respons protes masyarakat sekaligus dapat gambar objektif kondisi lapang,"['bahlil', 'cek', 'pulau', 'gag', 'raja', 'ampat', 'kait', 'polemik', 'tambang', 'nikel', 'menteri', 'energi', 'sumber', 'daya', 'mineral', 'esdm', 'bahlil', 'lahadalia', 'ecek', 'langsung', 'tambang', 'nikel', 'pulau', 'gag', 'raja', 'ampat', 'papua', 'barat', 'daya', 'aku', 'datang', 'respons', 'protes', 'masyarakat', 'sekaligus', 'dapat', 'gambar', 'objektif', 'kondisi', 'lapang']"
"Transmart Full Day Sale, Aneka Barang Elektronik Diskon Jutaan Rupiah",https://www.cnnindonesia.com/ekonomi/20250605160706-97-1236933/transmart-full-day-sale-aneka-barang-elektronik-diskon-jutaan-rupiah,2025-06-07,"Transmart Full Day Sale kembali lagi besok, Minggu (8/6). Aneka barang elektronik, seperti AC, kulkas, hingga Smart TV, semua diskon sampai jutaan rupiah.","Transmart Full Day Sale, Aneka Barang Elektronik Diskon Jutaan Rupiah Transmart Full Day Sale kembali lagi besok, Minggu (8/6). Aneka barang elektronik, seperti AC, kulkas, hingga Smart TV, semua diskon sampai jutaan rupiah.",transmart full day sale aneka barang elektronik diskon juta rupiah transmart full day sale lagi besok minggu aneka barang elektronik ac kulkas hingga smart tv semua diskon juta rupiah,"['transmart', 'full', 'day', 'sale', 'aneka', 'barang', 'elektronik', 'diskon', 'juta', 'rupiah', 'transmart', 'full', 'day', 'sale', 'lagi', 'besok', 'minggu', 'aneka', 'barang', 'elektronik', 'ac', 'kulkas', 'hingga', 'smart', 'tv', 'semua', 'diskon', 'juta', 'rupiah']"
"Siap-Siap Belanja, Pesta Diskon Transmart Full Day Sale Kembali 8 Juni",https://www.cnnindonesia.com/ekonomi/20250605152449-97-1236911/siap-siap-belanja-pesta-diskon-transmart-full-day-sale-kembali-8-juni,2025-06-07,"Siap-siap belanja ya, soalnya Transmart Full Day Sale kembali lagi esok hari, Minggu (8/6). Di pesta diskon ini, Transmart kasih diskon dobel, 50 persen dan ekstra diskon 20 persen selama seharian!","Siap-Siap Belanja, Pesta Diskon Transmart Full Day Sale Kembali 8 Juni Siap-siap belanja ya, soalnya Transmart Full Day Sale kembali lagi esok hari, Minggu (8/6). Di pesta diskon ini, Transmart kasih diskon dobel, 50 persen dan ekstra diskon 20 persen selama seharian!",siapsiap belanja pesta diskon transmart full day sale juni siapsiap belanja soal transmart full day sale lagi esok hari minggu pesta diskon transmart kasih diskon dobel persen ekstra diskon persen lama hari,"['siapsiap', 'belanja', 'pesta', 'diskon', 'transmart', 'full', 'day', 'sale', 'juni', 'siapsiap', 'belanja', 'soal', 'transmart', 'full', 'day', 'sale', 'lagi', 'esok', 'hari', 'minggu', 'pesta', 'diskon', 'transmart', 'kasih', 'diskon', 'dobel', 'persen', 'ekstra', 'diskon', 'persen', 'lama', 'hari']"
"Usai Raja Ampat, HIPMI Minta Pemerintah Tindak Tegas Tambang Nakal",https://www.cnnindonesia.com/ekonomi/20250608183327-85-1237690/usai-raja-ampat-hipmi-minta-pemerintah-tindak-tegas-tambang-nakal,2025-06-08,Sekretaris Jenderal Badan Pengurus Pusat Himpunan Pengusaha Muda Indonesia (BPP HIPMI) Anggawira meminta pemerintah menindak tegas tambang-tambang nakal usai kasus Raja Ampat.,"Usai Raja Ampat, HIPMI Minta Pemerintah Tindak Tegas Tambang Nakal Sekretaris Jenderal Badan Pengurus Pusat Himpunan Pengusaha Muda Indonesia (BPP HIPMI) Anggawira meminta pemerintah menindak tegas tambang-tambang nakal usai kasus Raja Ampat.",usai raja ampat hipmi minta perintah tindak tegas tambang nakal sekretaris jenderal badan urus pusat himpun usaha muda indonesia bpp hipmi anggawira minta perintah tindak tegas tambangtambang nakal usai kasus raja ampat,"['usai', 'raja', 'ampat', 'hipmi', 'minta', 'perintah', 'tindak', 'tegas', 'tambang', 'nakal', 'sekretaris', 'jenderal', 'badan', 'urus', 'pusat', 'himpun', 'usaha', 'muda', 'indonesia', 'bpp', 'hipmi', 'anggawira', 'minta', 'perintah', 'tindak', 'tegas', 'tambangtambang', 'nakal', 'usai', 'kasus', 'raja', 'ampat']"
"Kulkas SBS Diskon Gila-gilaan di Transmart, Harganya Jadi Segini",https://www.cnnindonesia.com/ekonomi/20250605165455-97-1236953/kulkas-sbs-diskon-gila-gilaan-di-transmart-harganya-jadi-segini,2025-06-08,"Transmart Full Day Sale datang lagi hari ini, Minggu (6/8) dengan diskon gila-gilaan untuk berbagai produk unggulan terpilih.","Kulkas SBS Diskon Gila-gilaan di Transmart, Harganya Jadi Segini Transmart Full Day Sale datang lagi hari ini, Minggu (6/8) dengan diskon gila-gilaan untuk berbagai produk unggulan terpilih.",kulkas sbs diskon gilagilaan transmart harga jadi gin transmart full day sale datang hari minggu diskon gilagilaan bagai produk unggul pilih,"['kulkas', 'sbs', 'diskon', 'gilagilaan', 'transmart', 'harga', 'jadi', 'gin', 'transmart', 'full', 'day', 'sale', 'datang', 'hari', 'minggu', 'diskon', 'gilagilaan', 'bagai', 'produk', 'unggul', 'pilih']"
"Belanja Baju Anak di Transmart Full Day Sale, Diskon hingga 70%",https://www.cnnindonesia.com/ekonomi/20250606151748-97-1237243/belanja-baju-anak-di-transmart-full-day-sale-diskon-hingga-70,2025-06-08,"Pakaian anak lagi banyak promonya di Transmart Department Store. Diskon ini berlaku selama gelaran Transmart Full Day Sale hari ini, Minggu (8/6).","Belanja Baju Anak di Transmart Full Day Sale, Diskon hingga 70% Pakaian anak lagi banyak promonya di Transmart Department Store. Diskon ini berlaku selama gelaran Transmart Full Day Sale hari ini, Minggu (8/6).",belanja baju anak transmart full day sale diskon hingga pakai anak banyak promonya transmart department store diskon laku lama gelar transmart full day sale hari minggu,"['belanja', 'baju', 'anak', 'transmart', 'full', 'day', 'sale', 'diskon', 'hingga', 'pakai', 'anak', 'banyak', 'promonya', 'transmart', 'department', 'store', 'diskon', 'laku', 'lama', 'gelar', 'transmart', 'full', 'day', 'sale', 'hari', 'minggu']"
Smart TV 65 Inch Banting Harga di Transmart Full Day Sale Hari Ini,https://www.cnnindonesia.com/ekonomi/20250605172013-97-1236978/smart-tv-65-inch-banting-harga-di-transmart-full-day-sale-hari-ini,2025-06-08,"Smart TV 65 inch banting harga di Transmart Full Day Sale hari ini, Minggu (8/6), dari harga normal Rp10 jutaan jadi Rp6,7 jutaan aja!","Smart TV 65 Inch Banting Harga di Transmart Full Day Sale Hari Ini Smart TV 65 inch banting harga di Transmart Full Day Sale hari ini, Minggu (8/6), dari harga normal Rp10 jutaan jadi Rp6,7 jutaan aja!",smart tv inch banting harga transmart full day sale hari smart tv inch banting harga transmart full day sale hari minggu harga normal rp juta jadi rp juta aja,"['smart', 'tv', 'inch', 'banting', 'harga', 'transmart', 'full', 'day', 'sale', 'hari', 'smart', 'tv', 'inch', 'banting', 'harga', 'transmart', 'full', 'day', 'sale', 'hari', 'minggu', 'harga', 'normal', 'rp', 'juta', 'jadi', 'rp', 'juta', 'aja']"
PT GAG Nikel Dapat Hak Spesial Sehingga Bisa Keruk Nikel Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250608140946-85-1237642/pt-gag-nikel-dapat-hak-spesial-sehingga-bisa-keruk-nikel-raja-ampat,2025-06-08,"Kementerian Lingkungan Hidup (KLH) mengungkapkan ternyata PT GAG Nikel mendapatkan hak spesial sehingga bisa mengeruk kekayaan alam di Raja Ampat, Provinsi Papua Barat Daya.","PT GAG Nikel Dapat Hak Spesial Sehingga Bisa Keruk Nikel Raja Ampat Kementerian Lingkungan Hidup (KLH) mengungkapkan ternyata PT GAG Nikel mendapatkan hak spesial sehingga bisa mengeruk kekayaan alam di Raja Ampat, Provinsi Papua Barat Daya.",pt gag nikel hak spesial bisa keruk nikel raja ampat menteri lingkung hidup klh ungkap nyata pt gag nikel dapat hak spesial bisa keruk kaya alam raja ampat provinsi papua barat daya,"['pt', 'gag', 'nikel', 'hak', 'spesial', 'bisa', 'keruk', 'nikel', 'raja', 'ampat', 'menteri', 'lingkung', 'hidup', 'klh', 'ungkap', 'nyata', 'pt', 'gag', 'nikel', 'dapat', 'hak', 'spesial', 'bisa', 'keruk', 'kaya', 'alam', 'raja', 'ampat', 'provinsi', 'papua', 'barat', 'daya']"
"Sepeda Diskon Lagi di Transmart Full Day Sale, Jadi Cuma Rp1 Juta",https://www.cnnindonesia.com/ekonomi/20250605195549-97-1237039/sepeda-diskon-lagi-di-transmart-full-day-sale-jadi-cuma-rp1-juta,2025-06-08,Aneka sepeda lagi diskon besar-besaran hingga 60% + 20% di Transmart. Diskon tersebut berlaku untuk pembelian selama gelaran Transmart Full Day Sale yang berlangsung hari ini (8/6).,"Sepeda Diskon Lagi di Transmart Full Day Sale, Jadi Cuma Rp1 Juta Aneka sepeda lagi diskon besar-besaran hingga 60% + 20% di Transmart. Diskon tersebut berlaku untuk pembelian selama gelaran Transmart Full Day Sale yang berlangsung hari ini (8/6).",sepeda diskon transmart full day sale jadi cuma rp juta aneka sepeda diskon besarbesaran hingga di transmart diskon sebut laku beli lama gelar transmart full day sale langsung hari,"['sepeda', 'diskon', 'transmart', 'full', 'day', 'sale', 'jadi', 'cuma', 'rp', 'juta', 'aneka', 'sepeda', 'diskon', 'besarbesaran', 'hingga', 'di', 'transmart', 'diskon', 'sebut', 'laku', 'beli', 'lama', 'gelar', 'transmart', 'full', 'day', 'sale', 'langsung', 'hari']"
"Sambut HUT ke-11, Discovery Ancol Gelar Fun Run",https://www.cnnindonesia.com/ekonomi/20250608132424-625-1237628/sambut-hut-ke-11-discovery-ancol-gelar-fun-run,2025-06-08,"Discovery Ancol sukses menggelar Discovery Ancol Fun Run, sebuah ajang olahraga santai yang dikemas penuh semangat dan hiburan di kawasan wisata pantai Ancol, Jakarta, Minggu (8/6) pagi.","Sambut HUT ke-11, Discovery Ancol Gelar Fun Run Discovery Ancol sukses menggelar Discovery Ancol Fun Run, sebuah ajang olahraga santai yang dikemas penuh semangat dan hiburan di kawasan wisata pantai Ancol, Jakarta, Minggu (8/6) pagi.",sambut hut discovery ancol gelar fun run discovery ancol sukses gelar discovery ancol fun run buah ajang olahraga santai kemas penuh semangat hibur kawasan wisata pantai ancol jakarta minggu pagi,"['sambut', 'hut', 'discovery', 'ancol', 'gelar', 'fun', 'run', 'discovery', 'ancol', 'sukses', 'gelar', 'discovery', 'ancol', 'fun', 'run', 'buah', 'ajang', 'olahraga', 'santai', 'kemas', 'penuh', 'semangat', 'hibur', 'kawasan', 'wisata', 'pantai', 'ancol', 'jakarta', 'minggu', 'pagi']"
Daftar 5 Perusahaan Dapat Izin Keruk Tambang di Kawasan Raja Ampat,https://www.cnnindonesia.com/ekonomi/20250601051757-85-1235149/daftar-5-perusahaan-dapat-izin-keruk-tambang-di-kawasan-raja-ampat,2025-06-08,"Kementerian ESDM mencatat ada lima perusahaan yang mendapat izin melakukan pengerukan dan penambangan di sekitar wilayah Raja Ampat, Papua Barat.","Daftar 5 Perusahaan Dapat Izin Keruk Tambang di Kawasan Raja Ampat Kementerian ESDM mencatat ada lima perusahaan yang mendapat izin melakukan pengerukan dan penambangan di sekitar wilayah Raja Ampat, Papua Barat.",daftar usaha izin keruk tambang kawasan raja ampat menteri esdm catat lima usaha dapat izin laku eru tambang sekitar wilayah raja ampat papua barat,"['daftar', 'usaha', 'izin', 'keruk', 'tambang', 'kawasan', 'raja', 'ampat', 'menteri', 'esdm', 'catat', 'lima', 'usaha', 'dapat', 'izin', 'laku', 'eru', 'tambang', 'sekitar', 'wilayah', 'raja', 'ampat', 'papua', 'barat']"
Kementerian PU Rampungkan Paralympic Training Center di Karanganyar,https://www.cnnindonesia.com/ekonomi/20250608123051-97-1237620/kementerian-pu-rampungkan-paralympic-training-center-di-karanganyar,2025-06-08,"Kementerian Pekerjaan Umum (PU) menuntaskan pembangunan Paralympic Training Center di Kabupaten Karanganyar, Jawa Tengah. Hal ini sebagai bentuk nyata dukungan terhadap peningkatan prestasi atlet difabel Indonesia.","Kementerian PU Rampungkan Paralympic Training Center di Karanganyar Kementerian Pekerjaan Umum (PU) menuntaskan pembangunan Paralympic Training Center di Kabupaten Karanganyar, Jawa Tengah. Hal ini sebagai bentuk nyata dukungan terhadap peningkatan prestasi atlet difabel Indonesia.",menteri pu rampung paralympic training center karanganyar menteri kerja umum pu tuntas bangun paralympic training center kabupaten karanganyar jawa tengah ini bentuk nyata dukung tingkat prestasi atlet difabel indonesia,"['menteri', 'pu', 'rampung', 'paralympic', 'training', 'center', 'karanganyar', 'menteri', 'kerja', 'umum', 'pu', 'tuntas', 'bangun', 'paralympic', 'training', 'center', 'kabupaten', 'karanganyar', 'jawa', 'tengah', 'ini', 'bentuk', 'nyata', 'dukung', 'tingkat', 'prestasi', 'atlet', 'difabel', 'indonesia']"
